username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
HelenHide;2014-02-14 08:29;0;1;"@CanEmbUkraine @HonJohnBaird @JustinTrudeau @pmharper " @UkrainkaDesigns : Happy Valentine's Day! #Euromaidan pic.twitter.com/EwlfLrhMsL "";;@CanEmbUkraine @HonJohnBaird @JustinTrudeau @pmharper @UkrainkaDesigns;#Euromaidan;"434363675135074304";https://twitter.com/HelenHide/status/434363675135074304
ffeisty_m;2014-02-14 08:27;1;1;""Here is to you my Ukraine! You will always be in my heart, no matter where I live!" #EuroMaidan @VALENTlNECARDS #Ukraine";;@VALENTlNECARDS;#EuroMaidan #Ukraine;"434363268392431616";https://twitter.com/ffeisty_m/status/434363268392431616
euromaidan;2014-02-14 08:26;37;21;"Be my Valentine #Євромайдан #Евромайдан #Euromaidan pic.twitter.com/LUf1Cg6hIq";;;# # #Euromaidan;"434363034954244099";https://twitter.com/euromaidan/status/434363034954244099
MatBabiak;2014-02-14 08:25;1;0;"More Russian sanctions, now targeting Pinchuk http://www. kyivpost.com/content/busine ss/interpipe-threatened-with-loss-of-moscow-led-customs-union-market-336861.html … #ukraine #Euromaidan";;;#ukraine #Euromaidan;"434362754044940288";https://twitter.com/MatBabiak/status/434362754044940288
HelenHide;2014-02-14 08:24;1;0;"@ShitBerkutSays @ViktorInEnglish " @UkrainkaDesigns : Happy Valentine's Day! #Euromaidan pic.twitter.com/EwlfLrhMsL "";;@ShitBerkutSays @ViktorInEnglish @UkrainkaDesigns;#Euromaidan;"434362477749350400";https://twitter.com/HelenHide/status/434362477749350400
EuromaidanPR;2014-02-14 08:21;7;1;"More fires now burning, #Grushevskogo Barricades Live Feed: http:// spilno.tv |PR News #Euromaidan #ukraineprotests";;;#Grushevskogo #Euromaidan #ukraineprotests;"434361847781658624";https://twitter.com/EuromaidanPR/status/434361847781658624
HelenHide;2014-02-14 08:21;1;1;"@civicua @EuroMaidanEN @euromaidan @EuromaidanPR " @UkrainkaDesigns : Happy Valentine's Day! #Euromaidan pic.twitter.com/cEuagCMaLu "";;@civicua @EuroMaidanEN @euromaidan @EuromaidanPR @UkrainkaDesigns;#Euromaidan;"434361777208696832";https://twitter.com/HelenHide/status/434361777208696832
HelenHide;2014-02-14 08:20;0;0;"@automaidan @cyber100ua " @UkrainkaDesigns : Happy Valentine's Day! #Euromaidan pic.twitter.com/EwlfLrhMsL "";;@automaidan @cyber100ua @UkrainkaDesigns;#Euromaidan;"434361429211111424";https://twitter.com/HelenHide/status/434361429211111424
EuromaidanPR;2014-02-14 08:19;4;0;"Explosion reported on #Grushevskogo |PR News #Euromaidan #ukraineprotests";;;#Grushevskogo #Euromaidan #ukraineprotests;"434361251028676608";https://twitter.com/EuromaidanPR/status/434361251028676608
oscepa;2014-02-14 08:19;4;1;"#OSCE Parliamentary Assembly debates crisis in #Ukraine - http:// eepurl.com/Os8C1 #euromaidan #євромайдан";;;#OSCE #Ukraine #euromaidan #;"434361232209227776";https://twitter.com/oscepa/status/434361232209227776
APHClarkson;2014-02-14 08:18;0;0;"@LibyaLiberty , thought you'd like this pic of female 'Thuwar' at #Euromaidan : via @Ukroblogger and @EvgenyFeldman - pic.twitter.com/OByWLQpYr9";;@LibyaLiberty @Ukroblogger @EvgenyFeldman;#Euromaidan;"434361103976767488";https://twitter.com/APHClarkson/status/434361103976767488
PodcasterInUa;2014-02-14 08:17;0;0;"ukrpravda RT Kateryna_Kruk: The question is-what self-defense will do if #euromaidan will decide to leave maidan...";;;#euromaidan;"434360868290445312";https://twitter.com/PodcasterInUa/status/434360868290445312
stephanbookas;2014-02-14 08:16;0;2;"Deep into the Ukranian night, heading to Donetsk. It's been a long journey but it's far from over. #euromaidan pic.twitter.com/uhftEWdgb2";Ukraine;;#euromaidan;"434360595690057728";https://twitter.com/stephanbookas/status/434360595690057728
EuroMaidanEN;2014-02-14 08:15;0;0;"A picture has a thousand words.. #euromaidan http:// fb.me/1aDUBV30i";;;#euromaidan;"434360141077823488";https://twitter.com/EuroMaidanEN/status/434360141077823488
mokkacuka;2014-02-14 08:12;0;0;""I Am a Ukrainian" http:// youtu.be/Hvds2AIiWLA #Euromaidan via @SCRWS";;@SCRWS;#Euromaidan;"434359541455941632";https://twitter.com/mokkacuka/status/434359541455941632
thousandthmile;2014-02-14 08:12;0;1;"Long journey to Donetsk. How will we be greeted there? Hostility? Support? #euromaidan #ukraine #nationonfire pic.twitter.com/T3eu2cGrPo";Ukraine;;#euromaidan #ukraine #nationonfire;"434359524770983937";https://twitter.com/thousandthmile/status/434359524770983937
